ticker,year,annualized_log_returns,annualized_std
BRK-B,1996,-0.1172882616396117,0.19902460837692076
BRK-B,1997,0.3824592569394243,0.18566777864343292
BRK-B,1998,0.5369522602112546,0.33317678365097775
BRK-B,1999,-0.22127662821018934,0.30499194743398783
BRK-B,2000,0.28633890147136865,0.41926002230796394
BRK-B,2001,0.04291222259364669,0.24346076839423916
BRK-B,2002,-0.021977981883836817,0.20497387877724416
BRK-B,2003,0.1664585886684129,0.17291879762370818
BRK-B,2004,0.0474491577283378,0.13718067873939285
BRK-B,2005,-0.00017033610392536147,0.12389017767592819
BRK-B,2006,0.24885029531903946,0.12230222010261349
BRK-B,2007,0.23608623224275793,0.1860169430764883
BRK-B,2008,-0.2696703397310697,0.43354785514645683
BRK-B,2009,-0.011134485012991968,0.374535444396266
BRK-B,2010,0.21895920758314502,0.23185798766052323
BRK-B,2011,-0.0475595747043529,0.20777488526016197
BRK-B,2012,0.22521782042199323,0.12813844232628144
BRK-B,2013,0.25274375712689845,0.11179264576451226
BRK-B,2014,0.26877603603083267,0.12881652117558606
BRK-B,2015,-0.11483545681492568,0.15104551918565765
BRK-B,2016,0.2343229628492831,0.14497386286434966
BRK-B,2017,0.21622288880211116,0.12391439894776167
BRK-B,2018,-0.014950313511541968,0.23702656301820418
BRK-B,2019,0.1587089969870923,0.1544157913800135
BRK-B,2020,0.025156966246623558,0.3140353309896722
BRK-B,2021,0.2895157040430558,0.14289425835903852
BRK-B,2022,0.033110347479881064,0.24745575798706534
BRK-B,2023,0.15461317808128472,0.1369402890285502
BRK-B,2024,0.2659335049536995,0.14323938108418027
HP,1980,1.4498242585508492,0.40968041660687793
HP,1981,-0.2949638955283229,0.41351928885644496
HP,1982,-0.4693877153886997,0.55723950819726
HP,1983,0.03205132123262855,0.3285899514081978
HP,1984,-0.024382469916553573,0.397702748072293
HP,1985,0.025478516465721635,0.2690141556089632
HP,1986,0.01863341438229682,0.29286196299521666
HP,1987,-0.08074031609390409,0.4442878817684075
HP,1988,0.10227772511945754,0.2836917012877898
HP,1989,0.7141311384590581,0.23998806434329972
HP,1990,-0.2618018991882375,0.3389783696369178
HP,1991,-0.18069463240153671,0.27552407063839857
HP,1992,0.2566837555306387,0.2214529179376182
HP,1993,0.15085713488317753,0.27808812996493293
HP,1994,-0.06435490593253279,0.22254206883684508
HP,1995,0.18266360924364822,0.2067565677330864
HP,1996,0.7471819071163237,0.3201404798497127
HP,1997,0.2911815189241105,0.33966877378103416
HP,1998,-0.4093197324729517,0.555474257527044
HP,1999,0.13645365727831904,0.488508256623685
HP,2000,1.0369181982303006,0.4122442333313501
HP,2001,-0.2519633864100882,0.5378103506854006
HP,2002,0.20157947120883568,0.5643161193109627
HP,2003,0.007571497999621535,0.26486097165013633
HP,2004,0.22630987528088542,0.23868450438844613
HP,2005,0.8314742520201455,0.32693979034223
HP,2006,-0.20488769892423309,0.3986866104748961
HP,2007,0.6335052848499247,0.2801085790090278
HP,2008,-0.37230956965146367,0.8640981140111015
HP,2009,0.6018054117446936,0.5033459539457235
HP,2010,0.22229641301421665,0.42527273162012524
HP,2011,0.2093766688301555,0.5366986279605098
HP,2012,-0.006328570270943579,0.3226537517003929
HP,2013,0.4675213010943642,0.24008838203813557
HP,2014,-0.1663235800122368,0.37967388468237784
HP,2015,-0.17021686438147232,0.4269162810114588
HP,2016,0.5171334650589883,0.4170614397735446
HP,2017,-0.12245645715992137,0.3055828636724306
HP,2018,-0.20521251824713127,0.3671392460080925
HP,2019,-0.007716509641694347,0.32876058218414445
HP,2020,-0.4478718417764712,0.9362555862293194
HP,2021,0.06190082902609517,0.5923914071225516
HP,2022,1.1522888576673558,0.628096058928792
HP,2023,-0.23209046626938223,0.4157989607461852
HP,2024,-0.045539609480219956,0.3786799976362827
TSLA,2010,0.9237106740470542,0.5735859791930635
TSLA,2011,0.07247485038347667,0.4655887099470327
TSLA,2012,0.2002608618889583,0.46478989471530147
TSLA,2013,3.347675044308435,0.5826418440926476
TSLA,2014,0.46636805999654607,0.4266901850565334
TSLA,2015,0.09438694358138999,0.39962302503677594
TSLA,2016,-0.10966212967093147,0.441497855667959
TSLA,2017,0.457017110842177,0.351513818572943
TSLA,2018,0.01997491250398653,0.5606027861178395
TSLA,2019,0.39447265732294623,0.5115490792712389
TSLA,2020,6.964492600967608,0.8753740685252476
TSLA,2021,0.4975555924013575,0.5711087546893281
TSLA,2022,-0.6503151169866451,0.6207748716689405
TSLA,2023,1.0172105464518197,0.5663452187856761
TSLA,2024,0.6362355747434931,0.6300276467340002
GME,2002,-0.5473714651150954,0.8010575284260534
GME,2003,0.5329282023890536,0.5253570409205953
GME,2004,0.4778590389927755,0.3642757672148769
GME,2005,0.4230764674727281,0.342389140947077
GME,2006,0.7319293436287595,0.4023737568598063
GME,2007,1.0418189546284773,0.4044084032864953
GME,2008,-0.5934430669960782,0.6133400309656774
GME,2009,-0.05390284437913073,0.5801368549603513
GME,2010,0.042844451537294326,0.3526605190191566
GME,2011,0.05463261420424215,0.3531370165821491
GME,2012,0.06529926635324124,0.3706163082354856
GME,2013,1.047013679788773,0.3966724785094566
GME,2014,-0.29082731489990143,0.4219669078646369
GME,2015,-0.13974516449438523,0.3929840929278667
GME,2016,-0.05074470190109692,0.3702320782721681
GME,2017,-0.23655007044983367,0.35298291087593736
GME,2018,-0.05903547325443381,0.5373925957635873
GME,2019,-0.6010826544502323,0.718033420775503
GME,2020,2.2040815962431735,1.230402100345634
GME,2021,6.876326867718502,2.8480988363627935
GME,2022,-0.5023923671298186,0.9021312147142685
GME,2023,-0.05037911397348849,0.6886285809882658
GME,2024,0.7854612197593895,0.6854249625154506
NVDA,1999,1.5143454759754071,0.7301244819612346
NVDA,2000,0.3961404713306127,1.3025316094783028
NVDA,2001,3.135152329548024,0.8239146166256942
NVDA,2002,-0.8231836751086199,0.9620272795864772
NVDA,2003,0.8749016282528803,0.6774188606625693
NVDA,2004,0.020797330550657467,0.7234339951974064
NVDA,2005,0.5517869522769032,0.3346679788663014
NVDA,2006,1.0246127669342093,0.5006911198896207
NVDA,2007,0.2114124982673835,0.40282447653073505
NVDA,2008,-0.7096666982102156,0.877342594369167
NVDA,2009,1.1446615382675285,0.5854669556589042
NVDA,2010,-0.17558884423537924,0.3974248926299615
NVDA,2011,-0.10000004220361958,0.6106453294596582
NVDA,2012,-0.044273253029634474,0.30556666466539806
NVDA,2013,0.21767042957853433,0.21410216399291207
NVDA,2014,0.30760929734949505,0.25067415593704206
NVDA,2015,0.6645142172201548,0.3614554357011863
NVDA,2016,2.2696031032981523,0.4562936725245841
NVDA,2017,0.8198785044932442,0.37023894926052503
NVDA,2018,-0.28955633427339034,0.48034330969334815
NVDA,2019,0.7401567471434529,0.35597851416525034
NVDA,2020,1.2157057611330693,0.47181087385720993
NVDA,2021,1.2548209546959055,0.40516545190959613
NVDA,2022,-0.5026464457596846,0.5612659935961585
NVDA,2023,2.390172060515311,0.42256057689718335
NVDA,2024,1.8597434877231347,0.4901618452408758
